job_title,salary_usd,experience_level,employment_type,company_location,remote_ratio,required_skills,education_required,years_experience,industry,company_size,posting_date,year,company_name
Data Engineer,157066,Mid,Part-time,Switzerland,No remote,"GCP, Docker, NLP, Data Visualization",PhD,2,Transportation,Large(>250),01-05-2024,2024,Neural Networks Co
Data Scientist,57299,Entry,Contract,Israel,No remote,"PyTorch, Spark, TensorFlow",Bachelor,1,Retail,Mid(50-250),17-01-2024,2024,DataVision Ltd
Data Engineer,176844,Executive,Freelance,Canada,Hybrid,"Linux, Scala, Tableau",PhD,10,Telecommunications,Large(>250),08-06-2024,2024,Digital Transformation LLC
AI Research Scientist,64892,Entry,Contract,Canada,Hybrid,"Kubernetes, Scala, Azure, Computer Vision",Associate,1,Transportation,Mid(50-250),05-11-2024,2024,Algorithmic Solutions
AI Specialist,63024,Entry,Contract,Austria,No remote,"Git, Statistics, Data Visualization",Bachelor,1,Gaming,Large(>250),04-04-2024,2024,Algorithmic Solutions
Principal Data Scientist,136695,Mid,Freelance,Switzerland,Hybrid,"Linux, GCP, Tableau, Java",Bachelor,2,Gaming,Small(<50),10-12-2024,2024,Algorithmic Solutions
Data Scientist,69744,Entry,Part-time,South Korea,Hybrid,"Python, Docker, Tableau",Associate,1,Telecommunications,Large(>250),30-12-2024,2024,Autonomous Tech
AI Specialist,135137,Executive,Freelance,Austria,No remote,"Kubernetes, GCP, Data Visualization",PhD,18,Finance,Mid(50-250),06-04-2024,2024,TechCorp Inc
Computer Vision Engineer,143037,Executive,Freelance,Sweden,No remote,"Data Visualization, Linux, Azure, Java",PhD,13,Manufacturing,Small(<50),24-05-2024,2024,Autonomous Tech
Machine Learning Engineer,113068,Senior,Full-time,United Kingdom,Fully remote,"Docker, Scala, Java, Data Visualization, Kubernetes",Master,9,Gaming,Mid(50-250),10-06-2024,2024,Machine Intelligence Group
AI Software Engineer,113917,Senior,Part-time,United Kingdom,No remote,"SQL, Kubernetes, GCP",Master,9,Government,Small(<50),07-10-2024,2024,Future Systems
Head of AI,80311,Executive,Part-time,India,Hybrid,"Git, GCP, Computer Vision, Kubernetes, Docker",Bachelor,13,Finance,Mid(50-250),17-01-2025,2025,Smart Analytics
Autonomous Systems Engineer,160261,Senior,Contract,Germany,Hybrid,"AWS, Linux, Scala, GCP, Python",Associate,6,Education,Large(>250),26-02-2024,2024,Smart Analytics
Research Scientist,152241,Senior,Freelance,Switzerland,Hybrid,"Kubernetes, SQL, Git, PyTorch, Computer Vision",Bachelor,8,Gaming,Small(<50),05-04-2024,2024,AI Innovations
Research Scientist,74172,Mid,Contract,Israel,Fully remote,"Statistics, Kubernetes, GCP, Spark",PhD,2,Government,Mid(50-250),24-01-2024,2024,Algorithmic Solutions
Computer Vision Engineer,105632,Mid,Freelance,Finland,Fully remote,"AWS, R, MLOps",Bachelor,3,Government,Large(>250),03-01-2025,2025,Machine Intelligence Group
Principal Data Scientist,89515,Mid,Contract,Singapore,Fully remote,"PyTorch, NLP, Computer Vision",Associate,4,Gaming,Large(>250),17-01-2025,2025,DataVision Ltd
AI Software Engineer,102319,Mid,Freelance,Denmark,Hybrid,"Deep Learning, Mathematics, Data Visualization, NLP",Associate,4,Energy,Mid(50-250),14-07-2024,2024,Cognitive Computing
AI Software Engineer,110536,Mid,Contract,Denmark,Hybrid,"SQL, Spark, Mathematics, Linux, TensorFlow",Associate,2,Real Estate,Mid(50-250),01-05-2024,2024,DeepTech Ventures
NLP Engineer,176372,Senior,Freelance,Denmark,No remote,"SQL, AWS, Computer Vision",Bachelor,5,Technology,Small(<50),02-05-2024,2024,AI Innovations
AI Software Engineer,58111,Entry,Full-time,Austria,Fully remote,"Docker, Linux, Java",Bachelor,0,Finance,Small(<50),20-01-2024,2024,Digital Transformation LLC
AI Product Manager,39802,Senior,Part-time,India,Fully remote,"Git, Hadoop, Linux",Associate,8,Consulting,Mid(50-250),05-02-2024,2024,Digital Transformation LLC
Head of AI,147385,Senior,Freelance,France,Hybrid,"Java, Statistics, AWS, Scala",Master,9,Consulting,Large(>250),08-03-2024,2024,Cloud AI Solutions
Research Scientist,118122,Entry,Full-time,Denmark,No remote,"Git, Scala, MLOps, Docker, Hadoop",Associate,0,Automotive,Large(>250),20-07-2024,2024,Cloud AI Solutions
AI Architect,75225,Entry,Full-time,Australia,Fully remote,"Deep Learning, MLOps, Linux",Master,0,Real Estate,Large(>250),10-10-2024,2024,Machine Intelligence Group
AI Research Scientist,48325,Entry,Freelance,Canada,Fully remote,"Spark, TensorFlow, Hadoop",Associate,0,Manufacturing,Mid(50-250),26-03-2025,2025,Algorithmic Solutions
Data Scientist,64973,Entry,Contract,Sweden,No remote,"Git, Spark, NLP, MLOps",Master,0,Energy,Large(>250),08-03-2024,2024,AI Innovations
Computer Vision Engineer,78182,Mid,Part-time,Australia,Hybrid,"Hadoop, Docker, Computer Vision, Linux",Associate,4,Retail,Mid(50-250),22-03-2024,2024,Cloud AI Solutions
Data Analyst,357875,Executive,Part-time,Norway,Hybrid,"Git, AWS, Linux, Tableau, Java",Associate,10,Retail,Large(>250),19-01-2024,2024,Advanced Robotics
AI Software Engineer,61953,Senior,Full-time,India,Hybrid,"AWS, NLP, Tableau, SQL, PyTorch",Associate,8,Finance,Large(>250),20-08-2024,2024,Advanced Robotics
AI Product Manager,236982,Executive,Freelance,Denmark,No remote,"AWS, Kubernetes, Tableau",Master,10,Gaming,Large(>250),20-03-2025,2025,Smart Analytics
Principal Data Scientist,90203,Mid,Part-time,Austria,Hybrid,"Python, R, MLOps, GCP",PhD,3,Finance,Small(<50),08-03-2025,2025,Autonomous Tech
NLP Engineer,109984,Senior,Contract,Japan,No remote,"Data Visualization, Linux, SQL",Associate,7,Energy,Small(<50),07-08-2024,2024,DeepTech Ventures
AI Specialist,146371,Executive,Part-time,Canada,Fully remote,"MLOps, Python, Scala, Docker",PhD,14,Healthcare,Small(<50),15-11-2024,2024,Machine Intelligence Group
Deep Learning Engineer,268088,Executive,Part-time,Netherlands,No remote,"NLP, AWS, Tableau, Scala, Computer Vision",Associate,10,Finance,Mid(50-250),04-11-2024,2024,Predictive Systems
Data Engineer,97647,Mid,Contract,United Kingdom,Hybrid,"Java, Data Visualization, Scala, R",PhD,4,Government,Small(<50),27-02-2024,2024,DeepTech Ventures
Principal Data Scientist,221711,Executive,Full-time,Germany,No remote,"TensorFlow, Kubernetes, NLP, PyTorch",Bachelor,17,Gaming,Small(<50),14-01-2025,2025,Machine Intelligence Group
Data Scientist,78716,Entry,Part-time,Germany,Fully remote,"Azure, Statistics, Kubernetes, Java",Bachelor,0,Automotive,Large(>250),12-07-2024,2024,DataVision Ltd
Principal Data Scientist,169717,Senior,Contract,Switzerland,Hybrid,"Spark, Scala, PyTorch, Statistics",Master,5,Education,Small(<50),07-03-2024,2024,DeepTech Ventures
Data Analyst,92798,Mid,Contract,Austria,Hybrid,"Linux, Kubernetes, SQL, Git",PhD,4,Consulting,Large(>250),07-09-2024,2024,Neural Networks Co
AI Product Manager,37177,Mid,Freelance,China,No remote,"R, AWS, Hadoop, Spark",Associate,2,Automotive,Small(<50),13-06-2024,2024,Digital Transformation LLC
Data Analyst,85505,Mid,Contract,Israel,Hybrid,"Java, Linux, R",Bachelor,4,Gaming,Small(<50),21-01-2025,2025,Future Systems
Robotics Engineer,113625,Mid,Full-time,France,Fully remote,"R, Python, Data Visualization, Scala",Associate,3,Automotive,Large(>250),13-12-2024,2024,Advanced Robotics
ML Ops Engineer,121846,Senior,Part-time,Australia,Hybrid,"NLP, AWS, Docker, Python",Master,6,Retail,Large(>250),06-02-2025,2025,DeepTech Ventures
Robotics Engineer,115136,Mid,Full-time,Japan,Hybrid,"Scala, Python, Mathematics",Bachelor,3,Finance,Mid(50-250),09-08-2024,2024,Neural Networks Co
Data Scientist,265646,Executive,Full-time,France,No remote,"PyTorch, Computer Vision, SQL, AWS",Bachelor,16,Healthcare,Large(>250),28-12-2024,2024,Predictive Systems
AI Consultant,92726,Entry,Full-time,Switzerland,No remote,"Kubernetes, R, GCP, MLOps, Mathematics",Bachelor,0,Telecommunications,Large(>250),22-09-2024,2024,AI Innovations
Research Scientist,50607,Entry,Freelance,Israel,Fully remote,"Azure, Tableau, Kubernetes, Deep Learning, Computer Vision",Bachelor,0,Telecommunications,Small(<50),10-06-2024,2024,Autonomous Tech
Machine Learning Researcher,219875,Executive,Part-time,Sweden,Hybrid,"NLP, Kubernetes, Tableau, Linux, R",Master,15,Automotive,Large(>250),12-09-2024,2024,TechCorp Inc
Robotics Engineer,93342,Executive,Contract,China,Fully remote,"Spark, Python, Azure",Master,11,Transportation,Mid(50-250),15-02-2025,2025,AI Innovations
Data Scientist,99132,Mid,Freelance,Netherlands,Hybrid,"Python, Linux, R",PhD,3,Government,Large(>250),17-05-2024,2024,Advanced Robotics
Data Analyst,148775,Senior,Contract,Singapore,No remote,"Java, PyTorch, Scala",Associate,5,Real Estate,Large(>250),07-01-2024,2024,Smart Analytics
Data Scientist,63090,Entry,Contract,Denmark,Fully remote,"AWS, MLOps, Python, Tableau, Azure",Master,0,Retail,Small(<50),25-01-2024,2024,Neural Networks Co
Robotics Engineer,39782,Entry,Contract,China,No remote,"Data Visualization, NLP, Python, R, Computer Vision",Bachelor,1,Transportation,Large(>250),30-10-2024,2024,Quantum Computing Inc
AI Architect,240915,Executive,Part-time,Canada,No remote,"TensorFlow, Java, MLOps",Master,14,Energy,Large(>250),23-02-2024,2024,Advanced Robotics
Robotics Engineer,69061,Mid,Freelance,Singapore,Fully remote,"Data Visualization, Linux, Tableau, Mathematics, Kubernetes",Master,4,Real Estate,Small(<50),17-12-2024,2024,Future Systems
Machine Learning Engineer,146403,Senior,Part-time,Netherlands,Fully remote,"Python, Scala, Java, Computer Vision, Azure",PhD,5,Gaming,Large(>250),04-01-2024,2024,Algorithmic Solutions
AI Consultant,56884,Entry,Contract,Finland,Fully remote,"Python, Mathematics, Tableau, Kubernetes",Bachelor,1,Government,Mid(50-250),08-08-2024,2024,Autonomous Tech
AI Consultant,172277,Senior,Part-time,Switzerland,No remote,"Hadoop, Spark, Kubernetes, PyTorch, Azure",Bachelor,9,Technology,Large(>250),09-08-2024,2024,Quantum Computing Inc
Data Engineer,254054,Executive,Contract,Austria,Fully remote,"R, Tableau, Data Visualization, Spark",Bachelor,17,Education,Large(>250),26-09-2024,2024,Digital Transformation LLC
Machine Learning Researcher,97442,Senior,Full-time,Germany,Hybrid,"Computer Vision, Linux, TensorFlow",PhD,5,Retail,Small(<50),07-07-2024,2024,DataVision Ltd
NLP Engineer,84037,Executive,Part-time,China,Hybrid,"Computer Vision, NLP, GCP",Bachelor,19,Retail,Small(<50),24-01-2024,2024,Autonomous Tech
Principal Data Scientist,104614,Mid,Contract,Netherlands,Hybrid,"SQL, Python, Linux, Computer Vision, Hadoop",Bachelor,4,Telecommunications,Small(<50),10-10-2024,2024,Digital Transformation LLC
Data Scientist,103566,Senior,Contract,Finland,Fully remote,"Git, Linux, Java, Statistics",Bachelor,7,Manufacturing,Small(<50),09-01-2024,2024,Predictive Systems
Autonomous Systems Engineer,69417,Entry,Contract,Ireland,Hybrid,"Data Visualization, Java, Docker, Kubernetes",Master,0,Energy,Large(>250),22-04-2024,2024,Cloud AI Solutions
AI Product Manager,27748,Entry,Full-time,China,Fully remote,"NLP, Java, TensorFlow",Master,0,Automotive,Small(<50),09-12-2024,2024,Autonomous Tech
NLP Engineer,245370,Executive,Freelance,Sweden,Fully remote,"Tableau, Java, TensorFlow",Master,14,Real Estate,Mid(50-250),17-03-2024,2024,Cognitive Computing
AI Software Engineer,86794,Mid,Freelance,Japan,Hybrid,"Scala, SQL, Hadoop, Statistics, GCP",Bachelor,4,Finance,Small(<50),25-02-2025,2025,Cloud AI Solutions
Computer Vision Engineer,58554,Entry,Full-time,Ireland,No remote,"Linux, Java, R, SQL, Mathematics",Master,1,Healthcare,Small(<50),20-11-2024,2024,Cognitive Computing
AI Specialist,152077,Senior,Full-time,United Kingdom,Hybrid,"Kubernetes, Git, Statistics",PhD,6,Automotive,Large(>250),30-01-2024,2024,Cognitive Computing
Data Scientist,152349,Executive,Full-time,Japan,Hybrid,"MLOps, Scala, Java",Associate,10,Healthcare,Small(<50),04-08-2024,2024,Quantum Computing Inc
Deep Learning Engineer,155935,Executive,Freelance,Israel,Hybrid,"Python, Hadoop, Git",Associate,17,Retail,Small(<50),25-03-2025,2025,Predictive Systems
Deep Learning Engineer,299354,Executive,Freelance,Switzerland,Fully remote,"MLOps, Scala, Docker",Bachelor,14,Retail,Small(<50),16-06-2024,2024,Advanced Robotics
Autonomous Systems Engineer,112130,Senior,Full-time,Japan,Fully remote,"SQL, Azure, Deep Learning",Associate,5,Energy,Mid(50-250),14-03-2024,2024,Cognitive Computing
AI Product Manager,299005,Executive,Contract,United Kingdom,Fully remote,"Tableau, Python, MLOps, Statistics, Computer Vision",Master,16,Transportation,Large(>250),17-06-2024,2024,Cloud AI Solutions
AI Product Manager,57697,Entry,Freelance,Japan,Fully remote,"Python, TensorFlow, Deep Learning, MLOps",PhD,1,Energy,Mid(50-250),23-03-2024,2024,DataVision Ltd
Deep Learning Engineer,140199,Executive,Full-time,Singapore,No remote,"Docker, Data Visualization, Python",Associate,18,Manufacturing,Small(<50),26-03-2025,2025,Predictive Systems
Computer Vision Engineer,107028,Executive,Contract,China,Hybrid,"Git, Linux, Statistics, Mathematics",PhD,11,Education,Mid(50-250),29-10-2024,2024,Future Systems
Data Analyst,48978,Entry,Freelance,South Korea,Hybrid,"Computer Vision, Kubernetes, Git",Associate,1,Gaming,Mid(50-250),21-02-2024,2024,Future Systems
Principal Data Scientist,101366,Mid,Freelance,France,Fully remote,"Python, Data Visualization, Linux, Azure",Master,3,Manufacturing,Mid(50-250),04-01-2025,2025,DataVision Ltd
AI Research Scientist,79125,Mid,Contract,Netherlands,Fully remote,"Computer Vision, GCP, NLP, Statistics",PhD,4,Media,Small(<50),05-03-2024,2024,Smart Analytics
Machine Learning Engineer,51110,Senior,Freelance,China,Hybrid,"TensorFlow, Mathematics, Deep Learning, Computer Vision, R",Master,6,Automotive,Small(<50),22-03-2024,2024,Cloud AI Solutions
Data Scientist,96374,Mid,Part-time,Germany,No remote,"Deep Learning, SQL, Git, PyTorch",Associate,3,Retail,Small(<50),08-05-2024,2024,TechCorp Inc
Autonomous Systems Engineer,92286,Entry,Part-time,Singapore,Fully remote,"AWS, Java, Python, Mathematics",PhD,0,Energy,Large(>250),04-02-2025,2025,Advanced Robotics
Data Scientist,102456,Senior,Freelance,Sweden,Fully remote,"PyTorch, Git, R, Azure",PhD,7,Education,Small(<50),31-08-2024,2024,Algorithmic Solutions
ML Ops Engineer,138420,Executive,Contract,Sweden,Hybrid,"PyTorch, Docker, Data Visualization, GCP, TensorFlow",PhD,17,Transportation,Mid(50-250),13-02-2024,2024,DataVision Ltd
AI Software Engineer,203654,Executive,Part-time,Canada,Fully remote,"SQL, Kubernetes, Computer Vision, GCP",PhD,12,Retail,Large(>250),19-01-2024,2024,Advanced Robotics
Robotics Engineer,121706,Senior,Full-time,Austria,Hybrid,"Hadoop, Data Visualization, Python, TensorFlow, Mathematics",PhD,8,Real Estate,Large(>250),31-12-2024,2024,Neural Networks Co
AI Software Engineer,112939,Senior,Contract,Singapore,No remote,"R, Azure, Computer Vision, Deep Learning",PhD,9,Consulting,Small(<50),30-10-2024,2024,Smart Analytics
AI Software Engineer,223145,Executive,Contract,Germany,Hybrid,"Kubernetes, Scala, MLOps, Statistics",Bachelor,19,Energy,Large(>250),02-01-2024,2024,AI Innovations
Data Engineer,198959,Executive,Full-time,Australia,No remote,"Spark, Python, Deep Learning, TensorFlow, Mathematics",Master,11,Telecommunications,Mid(50-250),11-03-2025,2025,Neural Networks Co
Machine Learning Engineer,249841,Executive,Contract,United States,Fully remote,"Scala, Linux, Java, Data Visualization",Associate,14,Healthcare,Mid(50-250),08-01-2024,2024,Machine Intelligence Group
AI Architect,81300,Entry,Contract,Switzerland,No remote,"SQL, Python, Scala",Master,0,Energy,Small(<50),26-04-2024,2024,AI Innovations
Machine Learning Engineer,89201,Executive,Contract,China,No remote,"Kubernetes, Mathematics, Data Visualization, SQL",Master,16,Gaming,Large(>250),15-02-2025,2025,TechCorp Inc
Robotics Engineer,123827,Mid,Contract,Switzerland,No remote,"Mathematics, GCP, AWS, SQL, NLP",Master,4,Telecommunications,Mid(50-250),14-01-2025,2025,Quantum Computing Inc
AI Product Manager,321014,Executive,Freelance,Denmark,Fully remote,"Hadoop, Scala, MLOps",Master,16,Finance,Mid(50-250),02-04-2024,2024,Neural Networks Co
ML Ops Engineer,195690,Executive,Part-time,Ireland,Fully remote,"Azure, Kubernetes, PyTorch",Associate,11,Education,Large(>250),15-01-2024,2024,Neural Networks Co
AI Software Engineer,88109,Mid,Freelance,Singapore,Fully remote,"SQL, Hadoop, Tableau, Spark",Bachelor,2,Government,Mid(50-250),24-03-2025,2025,AI Innovations
Deep Learning Engineer,93310,Senior,Part-time,Germany,No remote,"TensorFlow, Statistics, Mathematics",Associate,8,Retail,Small(<50),24-08-2024,2024,Smart Analytics
Deep Learning Engineer,180162,Executive,Freelance,Netherlands,Fully remote,"PyTorch, Java, Spark, NLP",Associate,12,Technology,Small(<50),06-03-2024,2024,Autonomous Tech
Deep Learning Engineer,324764,Executive,Part-time,Switzerland,No remote,"TensorFlow, Kubernetes, Docker, Tableau, Scala",Associate,14,Manufacturing,Mid(50-250),05-08-2024,2024,Quantum Computing Inc
AI Consultant,57105,Entry,Full-time,Singapore,No remote,"Scala, Data Visualization, Python, GCP",Associate,1,Telecommunications,Mid(50-250),26-05-2024,2024,DataVision Ltd
Research Scientist,131121,Executive,Part-time,Finland,Fully remote,"Data Visualization, R, Kubernetes",Bachelor,11,Education,Mid(50-250),02-10-2024,2024,Digital Transformation LLC
NLP Engineer,87993,Senior,Freelance,Israel,Hybrid,"MLOps, Deep Learning, Azure, Kubernetes",Associate,6,Real Estate,Small(<50),10-11-2024,2024,Cognitive Computing
Data Analyst,77654,Entry,Contract,Austria,Hybrid,"PyTorch, Hadoop, Tableau, Docker",Associate,1,Retail,Large(>250),11-10-2024,2024,Neural Networks Co
Machine Learning Engineer,47769,Entry,Part-time,Australia,Hybrid,"Java, Python, Data Visualization, Docker",Master,1,Transportation,Small(<50),24-02-2024,2024,Neural Networks Co
NLP Engineer,112750,Senior,Part-time,United Kingdom,Fully remote,"Git, Statistics, Spark",Master,8,Real Estate,Small(<50),14-04-2024,2024,Predictive Systems
AI Architect,63413,Entry,Part-time,Denmark,No remote,"Tableau, Hadoop, Statistics, MLOps",Associate,0,Gaming,Small(<50),11-06-2024,2024,DataVision Ltd
Robotics Engineer,96518,Senior,Full-time,Austria,No remote,"GCP, Deep Learning, Java, Statistics, Spark",Bachelor,5,Automotive,Small(<50),20-02-2024,2024,TechCorp Inc
AI Research Scientist,136768,Mid,Part-time,Norway,Hybrid,"Python, Java, SQL",Bachelor,4,Healthcare,Mid(50-250),08-03-2025,2025,Smart Analytics
Research Scientist,143660,Senior,Freelance,Canada,Fully remote,"Statistics, Java, Data Visualization, Azure",Master,8,Education,Large(>250),22-01-2024,2024,Algorithmic Solutions
Data Engineer,122612,Senior,Full-time,Singapore,Hybrid,"GCP, Azure, Tableau, Computer Vision, Scala",Associate,9,Media,Small(<50),26-10-2024,2024,TechCorp Inc
Principal Data Scientist,224629,Executive,Freelance,Australia,Fully remote,"R, SQL, Kubernetes, Statistics, Linux",Master,15,Healthcare,Small(<50),14-07-2024,2024,Cognitive Computing
Computer Vision Engineer,110517,Senior,Full-time,France,Hybrid,"Python, TensorFlow, Hadoop, R",PhD,7,Manufacturing,Large(>250),17-10-2024,2024,Advanced Robotics
